Equal_Length,Larger_by_1,Larger_by_2, Larger_by_3, Larger_by_4, Larger_by_5,Larger_by_6,Larger_by_7,Larger_by_8,Larger_by_9,Larger_by_10,Larger_by_more_than_10,Larger_by_3,Larger_by_4,Larger_by_5
0.2237165243831131,0.27988929170077576,0.20032744708221262,,,,0.02249249600436596,0.013234319572759522,0.008537013214828675,0.00584726932522512,0.004424433789420341,0.012259774685222002,0.12129185670291974,0.06981639574318793,0.03816317779596928
